Job,Step,Total Pop,Dag_sus,Dag_exp,Dag_inf,Dag_rec,Info_sus,Info_exp,Info_inf,Info_rec,Hag_sus,Hag_exp,Hag_inf,Hag_rec
0,0,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,1,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,2,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,3,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,4,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,5,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,6,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,7,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,8,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,9,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,10,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,11,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,12,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,13,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,14,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,15,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,16,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,17,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,18,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,19,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,20,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,21,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,22,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,23,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,24,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,25,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,26,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,27,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,28,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,29,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,30,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,31,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,32,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,33,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,34,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,35,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,36,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,37,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,38,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,39,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,40,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,41,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,42,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,43,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,44,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,45,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,46,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,47,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,48,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,49,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,50,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,51,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,52,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,53,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,54,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,55,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,56,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,57,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,58,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,59,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,60,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,61,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,62,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,63,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,64,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,65,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,66,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,67,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,68,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,69,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,70,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,71,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,72,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,73,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,74,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,75,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,76,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,77,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,78,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,79,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,80,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,81,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,82,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,83,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,84,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,85,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,86,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,87,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,88,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,89,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,90,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,91,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,92,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,93,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,94,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,95,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,96,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,97,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,98,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,99,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,100,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,101,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,102,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,103,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,104,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,105,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,106,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,107,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,108,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,109,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,110,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,111,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,112,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,113,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,114,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,115,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,116,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,117,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
0,118,4000,1081,0,0,0,1531,0,0,0,1388,0,0,0
