Job,Step,Total Pop,Dag_sus,Dag_exp,Dag_inf,Dag_rec,Info_sus,Info_exp,Info_inf,Info_rec,Hag_sus,Hag_exp,Hag_inf,Hag_rec
0,0,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,1,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,2,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,3,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,4,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,5,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,6,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,7,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,8,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,9,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,10,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,11,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,12,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,13,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,14,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,15,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,16,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,17,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,18,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,19,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,20,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,21,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,22,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,23,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,24,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,25,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,26,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,27,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,28,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,29,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,30,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,31,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,32,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,33,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,34,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
0,35,4000,1029,0,0,0,1568,0,0,0,1403,0,0,0
